11,2,52,13,26
121,1,37,127,93
86,116,50,54,50
96,2,12,133,89
2,14,144,1,1
121,4,4,153,177
388,197,387,388,197
161,56,3,217,142
59,53,23,86,141
38,97,182,34,44
395,193,398,398,193
353,192,20,20,192
6,12,18,5,4
7,1,10,9,14
1,3,1,1,1
198,188,352,220,205
5,75,11,55,191
45,44,42,45,45
327,328,325,327,325
22,52,17,84,146
5,6,55,9,21
107,10,113,119,75
14,17,96,16,23
374,227,137,278,180
129,82,321,94,94
1,86,7,176,222
372,372,370,372,372
298,151,309,130,122
4,18,2,26,103
16,16,14,18,16
113,117,106,112,102
261,322,217,75,75
1,11,7,15,54
7,10,10,2,10
2,2,1,7,8
59,74,162,61,97
15,120,201,12,47
206,119,24,212,203
119,19,197,126,138
20,19,1,20,12
87,87,28,88,48
165,167,166,165,164
327,327,327,327,327
153,153,113,153,156
189,184,45,191,171
132,129,145,132,123
350,107,347,346,346
197,196,193,197,192
32,35,39,33,31
222,222,161,222,234
395,103,397,393,103
1,47,150,3,14
15,4,44,1,31
16,37,2,16,152
105,105,97,105,102
48,38,3,47,43
63,97,152,62,146
130,24,1,155,215
367,367,365,367,367
29,40,27,39,29
45,56,73,48,47
129,128,83,127,136
259,258,242,260,252
139,6,21,151,176
188,266,237,126,119
89,72,71,189,181
381,381,381,381,381
6,2,18,6,10
24,71,165,25,58
79,104,14,108,187
324,322,321,322,324
62,68,161,61,101
14,93,224,11,48
36,46,13,53,128
154,147,126,150,156
326,326,322,326,326
271,271,234,272,256
8,2,5,3,6
3,3,2,1,5
